name,encoding,label
IMG-20241225-WA0030,"-0.09132973849773407,0.19543348252773285,0.014025669544935226,0.02148866094648838,-0.11694394797086716,0.08445248752832413,0.005843460559844971,-0.03638681024312973,0.22102123498916626,-0.01702326536178589,0.14248478412628174,0.05833529308438301,-0.245735764503479,0.062337394803762436,-0.07489071041345596,0.09918622672557831,-0.15863308310508728,-0.147858127951622,-0.12148512899875641,-0.06836523115634918,0.04527055844664574,0.05470205470919609,-0.021245067939162254,0.01104543823748827,-0.2294294536113739,-0.31971681118011475,-0.08179645240306854,-0.05870397388935089,0.015907766297459602,-0.07686050981283188,0.046803299337625504,-0.02042541094124317,-0.2201642245054245,-0.04951739311218262,-0.020794296637177467,0.03691321238875389,-0.0892881527543068,-0.060388561338186264,0.18396428227424622,0.08178504556417465,-0.1596856415271759,0.08448012918233871,0.0006554070860147476,0.35879218578338623,0.18182586133480072,0.09446151554584503,0.03691204637289047,-0.050671786069869995,0.07145019620656967,-0.2510763108730316,0.12065249681472778,0.19189107418060303,0.026428718119859695,0.10179696977138519,0.03140207380056381,-0.14041343331336975,-0.026087822392582893,0.16119484603405,-0.2112649381160736,0.08250714093446732,0.09126157313585281,-0.025679854676127434,0.019201742485165596,-0.08667618036270142,0.17981892824172974,0.12518560886383057,-0.08698830753564835,-0.11097116768360138,0.16370771825313568,-0.17626835405826569,-0.03293289244174957,0.005380167625844479,-0.09943529963493347,-0.2204645872116089,-0.289465993642807,0.1571340411901474,0.49284422397613525,0.1976771354675293,-0.07903842628002167,-0.020693350583314896,-0.029136987403035164,-0.0037085129879415035,0.07942027598619461,0.03343138098716736,-0.10292908549308777,-0.0762968361377716,-0.07425427436828613,0.09414272010326385,0.2577921152114868,0.04607371240854263,-0.10626748949289322,0.19055485725402832,0.014851480722427368,-0.09070752561092377,0.026573901996016502,0.06604307144880295,-0.11925292015075684,0.038297735154628754,-0.11056149005889893,0.05054328590631485,-0.0007542353123426437,-0.08204461634159088,0.004821115639060736,0.11550258845090866,-0.10094992071390152,0.1581934541463852,0.011478787288069725,-0.037227876484394073,-0.049930982291698456,0.054441798478364944,-0.21665340662002563,-0.03721196949481964,0.20589259266853333,-0.2413356751203537,0.25978153944015503,0.14828190207481384,-0.005575553514063358,0.15180666744709015,0.08765779435634613,0.10650040209293365,-0.0011985749006271362,0.04044254869222641,-0.16098207235336304,-0.11793389916419983,0.06204158067703247,-0.013675563037395477,0.13292580842971802,0.06706599146127701",Non-Criminal
IMG-20241225-WA0031,"-0.1563294380903244,0.11781869828701019,0.13676755130290985,0.007333037443459034,-0.043842777609825134,0.0023247115314006805,-0.0056052058935165405,0.033504668623209,0.09078817814588547,0.016371052712202072,0.17430216073989868,-0.08334152400493622,-0.259818434715271,-0.05378739535808563,-0.07652714103460312,0.08557790517807007,-0.15444763004779816,-0.09639575332403183,-0.11910790205001831,-0.03760427609086037,0.11786411702632904,0.04420962184667587,-0.032381750643253326,0.044923875480890274,-0.14483356475830078,-0.2644174098968506,-0.03298858180642128,-0.11887980252504349,0.05894266068935394,-0.19110439717769623,-0.08874489367008209,-0.009801898151636124,-0.1915363222360611,-0.10466044396162033,0.01961321383714676,0.03920677304267883,0.028575001284480095,-0.028591714799404144,0.20007072389125824,-0.07417804002761841,-0.12298168241977692,0.06800104677677155,0.06765592098236084,0.2714919149875641,0.14754188060760498,0.0784226730465889,-0.07347515225410461,-0.0002948567271232605,0.16536802053451538,-0.3131599426269531,0.018834060057997704,0.19029287993907928,0.16262605786323547,0.07831694930791855,0.1180110052227974,-0.17816126346588135,-0.007110046222805977,0.08400711417198181,-0.15695303678512573,0.17593368887901306,-0.031002987176179886,-0.1114456057548523,0.02537914738059044,-0.11790455877780914,0.11239882558584213,0.028673898428678513,-0.11542341858148575,-0.15866325795650482,0.10216973721981049,-0.157073974609375,0.024575449526309967,0.12120979279279709,-0.0458909273147583,-0.11941894888877869,-0.23249828815460205,0.011048367246985435,0.38450220227241516,0.1248287558555603,-0.28848591446876526,0.008675445802509785,-0.10012470930814743,-0.0994124487042427,0.0003245756961405277,0.0460035502910614,-0.07454897463321686,0.024829205125570297,-0.1298414021730423,0.014191475696861744,0.2012830376625061,0.0013090791180729866,0.026282915845513344,0.21347622573375702,0.0229811929166317,0.059127599000930786,0.024454519152641296,-0.013263235799968243,-0.15547208487987518,-0.05363285914063454,-0.05944304168224335,0.0674983561038971,-0.015753785148262978,-0.15529592335224152,-0.047756634652614594,0.0920945405960083,-0.12236417829990387,0.11944407969713211,-0.03350699320435524,0.007572009228169918,-0.08643011003732681,0.041829656809568405,-0.11662185937166214,0.023176366463303566,0.17160212993621826,-0.2689119875431061,0.21192674338817596,0.16736723482608795,-0.03148334100842476,0.060906294733285904,0.023796522989869118,0.057580508291721344,0.01123072113841772,0.07397841662168503,-0.11921216547489166,-0.14900615811347961,0.04692266136407852,-0.13233059644699097,0.030526254326105118,0.005148548167198896",Non-Criminal
IMG-20241225-WA0032,"-0.07105650752782822,0.13043084740638733,0.04979627579450607,-0.10619191825389862,-0.16160103678703308,0.044401977211236954,-0.07631568610668182,-0.06145285815000534,0.1220160499215126,-0.010008297860622406,0.18992725014686584,-0.09389864653348923,-0.26956114172935486,-0.028126854449510574,0.0021275440230965614,0.09513208270072937,-0.20394371449947357,-0.06453955173492432,-0.0785265788435936,-0.06148327887058258,-0.01527702808380127,0.1187308207154274,0.016072338446974754,0.06020491197705269,-0.09611065685749054,-0.37516096234321594,0.0559317022562027,-0.12534837424755096,0.10969099402427673,-0.07614779472351074,-0.07192577421665192,0.041717905551195145,-0.1796766221523285,-0.10640609264373779,0.04814361035823822,0.18821299076080322,-0.07408123463392258,-0.046879418194293976,0.17310327291488647,0.032623473554849625,-0.09616366773843765,-0.02075226418673992,0.08657264709472656,0.23557016253471375,0.12430796772241592,0.04816462844610214,0.08374902606010437,-0.05763254314661026,0.08927523344755173,-0.3305577337741852,0.038052771240472794,0.14672468602657318,0.13042451441287994,0.11101069301366806,0.08821341395378113,-0.26400020718574524,-0.0017492640763521194,0.15202470123767853,-0.1854304075241089,0.24227049946784973,0.06030011177062988,-0.0029875515028834343,-0.010207131505012512,-0.024922216311097145,0.2948702573776245,0.05552391707897186,-0.13201779127120972,-0.15797950327396393,0.061776772141456604,-0.1280033439397812,-0.1359257996082306,0.1092490553855896,-0.06271014362573624,-0.1572432816028595,-0.2887175679206848,0.06726528704166412,0.3163995146751404,0.11036541312932968,-0.2236904352903366,-0.07049350440502167,-0.08044736087322235,-0.09730425477027893,0.037814460694789886,0.04842998832464218,-0.03797242417931557,-0.058911047875881195,-0.09948527812957764,0.007432205602526665,0.21888884902000427,-0.0419543981552124,0.018799051642417908,0.2665252387523651,0.02972862496972084,0.08665598928928375,-0.05009809508919716,0.10232405364513397,-0.15363715589046478,0.042976416647434235,-0.08201202005147934,-0.0032676085829734802,0.13135647773742676,-0.1557798534631729,0.020340995863080025,0.11920119822025299,-0.25906065106391907,0.12190093845129013,-0.0659780204296112,-0.05934415012598038,0.060730937868356705,-0.014652790501713753,-0.12081888318061829,-0.033413100987672806,0.2848629355430603,-0.3118692934513092,0.26969215273857117,0.3079471290111542,0.08772115409374237,0.12754733860492706,0.07768342643976212,-0.007300814613699913,0.11402463912963867,0.018867846578359604,-0.12663626670837402,-0.11670449376106262,-0.029935725033283234,-0.09283683449029922,-0.11037474125623703,0.0711187869310379",Non-Criminal
IMG-20241225-WA0033,"-0.13176941871643066,0.09338071942329407,-0.0024310792796313763,-0.007373521104454994,-0.11368265748023987,0.034405890852212906,-0.013011178001761436,-0.020563635975122452,0.167909175157547,-0.07819583266973495,0.24427412450313568,-0.061083920300006866,-0.27696800231933594,-0.023452511057257652,-0.05503535270690918,0.06160278618335724,-0.14383745193481445,-0.12401413917541504,-0.026916038244962692,-0.10278787463903427,0.09065757691860199,0.0401928573846817,0.01484666671603918,0.1006900742650032,-0.11953602731227875,-0.2688479423522949,-0.004846637137234211,-0.09386195242404938,0.06353847682476044,-0.1489490270614624,0.039969366043806076,0.07123781740665436,-0.12042020261287689,0.034567221999168396,-0.05309831723570824,-9.759515523910522e-05,-0.09766080230474472,-0.07307832688093185,0.2767622172832489,-0.024451758712530136,-0.12533722817897797,-0.013086426071822643,-0.08680447936058044,0.297514945268631,0.2139921486377716,-0.01794072426855564,-0.030411371961236,-0.10175888985395432,0.20193485915660858,-0.30168449878692627,0.05684512481093407,0.2740413248538971,0.09684891253709793,0.05077507346868515,0.04536818340420723,-0.1183491051197052,-0.03999970480799675,0.27654388546943665,-0.16721536219120026,0.15030896663665771,-0.07030128687620163,-0.05630706995725632,0.06327999383211136,-0.13096468150615692,0.14927680790424347,0.0938776433467865,-0.07682470232248306,-0.14326441287994385,0.17568501830101013,-0.16192872822284698,-0.11412269622087479,0.17287805676460266,-0.132700577378273,-0.2932550013065338,-0.1781354546546936,0.08257908374071121,0.3348273038864136,0.19181373715400696,-0.13600261509418488,0.04491129145026207,-0.015615811571478844,-0.05605614185333252,0.06345069408416748,0.07266371697187424,-0.127641499042511,-0.15744177997112274,-0.1026710644364357,-0.022133218124508858,0.23080582916736603,0.0068821413442492485,-0.11298999935388565,0.2965044379234314,0.007160722278058529,0.019339023157954216,0.055393725633621216,-0.013127909041941166,-0.04749532788991928,0.03629131242632866,-0.07919855415821075,-0.05167994648218155,0.015940994024276733,-0.17001226544380188,-0.008744466118514538,0.07611288875341415,-0.15595579147338867,0.16160812973976135,-0.05518145114183426,0.09386441856622696,0.004797824192792177,-0.013546491041779518,-0.08466809242963791,0.04224473610520363,0.2044805884361267,-0.2698573172092438,0.24167340993881226,0.1069389283657074,0.1345919668674469,0.18887989223003387,0.0540437176823616,0.06998160481452942,0.02175533026456833,-0.05344448611140251,-0.14138709008693695,-0.01684265211224556,0.10419455170631409,0.009403550997376442,0.022127989679574966,0.03835282847285271",Non-Criminal
IMG-20241225-WA0034,"-0.07466568052768707,0.14314770698547363,0.06299024820327759,0.026650097221136093,-0.06497054547071457,-0.09923802316188812,-0.02777946926653385,-0.05723987892270088,0.10041534900665283,-0.014405427500605583,0.2008811980485916,-0.037919625639915466,-0.19160906970500946,-0.07552525401115417,-0.06940123438835144,0.10347424447536469,-0.20407485961914062,-0.15961284935474396,-0.10646437108516693,-0.022374413907527924,0.08507765084505081,-0.029131952673196793,0.0023656669072806835,0.008736513555049896,-0.10148700326681137,-0.265536367893219,-0.0846000537276268,-0.11471211165189743,0.02701679617166519,-0.08327344805002213,0.0016396762803196907,-0.04962975159287453,-0.23854930698871613,-0.1340130716562271,0.03847741335630417,0.019559213891625404,-0.03838964179158211,-0.07642526924610138,0.16423673927783966,-0.03530829772353172,-0.16938281059265137,0.11063738167285919,0.07384580373764038,0.26260870695114136,0.2566300332546234,0.10568492114543915,-0.05598519742488861,-0.03145287185907364,0.08312996476888657,-0.20567886531352997,0.037012625485658646,0.17037801444530487,0.13920164108276367,0.10454706847667694,0.08754739165306091,-0.11650927364826202,0.03694586455821991,0.07764451205730438,-0.16439127922058105,-0.023533178493380547,0.007959660142660141,-0.019642915576696396,0.0746636763215065,-0.04380608722567558,0.18504773080348969,0.06844371557235718,-0.06965464353561401,-0.12453485280275345,0.12267521023750305,-0.17371410131454468,-0.059181638062000275,0.07417381554841995,-0.08777821809053421,-0.11075905710458755,-0.2249951958656311,0.010382452979683876,0.4319658875465393,0.10967163741588593,-0.15195263922214508,0.018007073551416397,-0.08493401855230331,-0.07057078182697296,0.007839903235435486,0.011253398843109608,-0.06336840242147446,-0.006791159510612488,-0.11343060433864594,0.0150145860388875,0.22029484808444977,-0.02282242849469185,-0.06493660062551498,0.1496342122554779,-0.031282372772693634,-0.04421447962522507,0.04946504533290863,-0.04361538589000702,-0.08004766702651978,0.034558024257421494,-0.11637890338897705,-0.04198523983359337,0.00656637828797102,-0.06333073228597641,-0.05118760094046593,0.08764331787824631,-0.12380069494247437,0.027666736394166946,0.0030300328508019447,-0.004480722825974226,-0.09512046724557877,0.028897833079099655,-0.11219257861375809,0.020605113357305527,0.11227180063724518,-0.24025742709636688,0.3066060543060303,0.14683808386325836,-0.016473766416311264,0.05408254638314247,0.04799750819802284,-0.0015452587977051735,-0.008749260567128658,-0.015121595934033394,-0.11207540333271027,-0.1439952403306961,0.03181997314095497,0.010888523422181606,0.1595783680677414,0.012430038303136826",Non-Criminal
IMG-20241225-WA0035,"-0.05929693579673767,0.1359977126121521,0.023753773421049118,-0.07075341790914536,-0.17784766852855682,0.03286375850439072,-0.047976039350032806,-0.1325162649154663,0.14103557169437408,0.006164556834846735,0.212713822722435,-0.026712745428085327,-0.3064318895339966,-0.005021482706069946,-0.04625717177987099,0.10724125802516937,-0.13956555724143982,-0.1666211038827896,-0.052759818732738495,-0.16246546804904938,-0.036360885947942734,0.006623155903071165,-0.051184650510549545,0.08325877785682678,-0.1497257649898529,-0.19002990424633026,-0.03308231383562088,-0.1313892900943756,0.06485793739557266,-0.06554257124662399,0.06787334382534027,0.05343668535351753,-0.12360887974500656,-0.0396176315844059,0.04301333427429199,0.042936842888593674,-0.060336727648973465,-0.07705894857645035,0.3131578862667084,-0.015609719790518284,-0.07471124082803726,0.04791843891143799,0.08353295922279358,0.30606257915496826,0.05786769092082977,-0.0032419636845588684,0.0921936184167862,-0.13197563588619232,0.1059330627322197,-0.19648438692092896,0.08329233527183533,0.2711799740791321,0.11080208420753479,0.049634769558906555,0.04202722758054733,-0.23836353421211243,0.026273908093571663,0.17757022380828857,-0.2145724594593048,0.1657518595457077,0.10397113859653473,-0.007402012124657631,-0.06088285893201828,-0.11539333313703537,0.24091146886348724,0.04462806507945061,-0.1410382241010666,-0.11800125241279602,0.1457429975271225,-0.06570371240377426,-0.13096557557582855,0.07292386144399643,-0.1516917496919632,-0.1722351461648941,-0.2670062482357025,0.08342362940311432,0.43419718742370605,0.12863381206989288,-0.25239136815071106,0.003586472012102604,-0.10130512714385986,-0.11143606901168823,0.03927856683731079,0.031018057838082314,-0.0750371664762497,-0.1521231234073639,-0.12581488490104675,0.017913509160280228,0.20478110015392303,-0.010255498811602592,0.012223086319863796,0.17490749061107635,0.11747056990861893,-0.030464790761470795,-0.04435328021645546,0.10391172766685486,-0.18912094831466675,-0.016178671270608902,-0.12893086671829224,-0.045377686619758606,0.01693153567612171,-0.06296876072883606,0.0033306111581623554,0.0955887958407402,-0.22304341197013855,0.19120748341083527,0.0730321928858757,-0.10304693877696991,-0.09945302456617355,0.0013871698174625635,-0.10674380511045456,0.0052543519996106625,0.27320581674575806,-0.25328314304351807,0.20783944427967072,0.14929933845996857,0.1185639277100563,0.13288353383541107,0.1052556186914444,0.04585815593600273,-0.003081969916820526,-0.04809916764497757,-0.14216133952140808,-0.12978726625442505,-0.0017358176410198212,-0.06930041313171387,0.043596599251031876,0.1053207740187645",Non-Criminal
IMG-20241225-WA0036,"-0.08280764520168304,0.09110528230667114,0.06666558235883713,-0.023646479472517967,0.02617519162595272,-0.05578707531094551,0.03330018371343613,-0.11490083485841751,0.17244325578212738,-0.07500234246253967,0.3177410662174225,0.00645457161590457,-0.26394808292388916,-0.16504903137683868,-0.0015456550754606724,0.14031951129436493,-0.16306518018245697,-0.08388607203960419,-0.14788398146629333,-0.0507243350148201,-0.06402251124382019,-0.019983140751719475,0.11977086216211319,-0.009914037771522999,-0.07307639718055725,-0.28401920199394226,-0.050656791776418686,-0.11425404995679855,0.08004705607891083,-0.1515607386827469,-0.05407679080963135,0.03844559192657471,-0.16319188475608826,-0.14300116896629333,0.03062184527516365,0.052396148443222046,-0.030846145004034042,0.05118997395038605,0.22701600193977356,0.010548477992415428,-0.1291438490152359,0.022261466830968857,-0.009200051426887512,0.3169229030609131,0.2389373481273651,0.06454561650753021,0.008236147463321686,-0.09389949589967728,0.08020304143428802,-0.2536022365093231,0.08687020093202591,0.09012354165315628,0.15328621864318848,0.06642462313175201,0.07598171383142471,-0.17929905652999878,-0.011604874394834042,0.11262392997741699,-0.13674047589302063,0.06859380006790161,0.1329658329486847,-0.0608915239572525,0.013388451188802719,0.02591889165341854,0.2769917845726013,0.02795083075761795,-0.17012567818164825,-0.041586197912693024,0.15107868611812592,-0.06021975725889206,0.03805995732545853,0.039882976561784744,-0.10398458689451218,-0.1353520303964615,-0.24296800792217255,0.07532026618719101,0.3539210259914398,0.09453423321247101,-0.1772214025259018,-0.020111557096242905,-0.1888151466846466,0.004512425046414137,-0.005160958040505648,0.008910133503377438,-0.11694125831127167,-0.010838230140507221,-0.07310713082551956,-0.009396875277161598,0.10484175384044647,0.0011675003916025162,-0.026742979884147644,0.17428027093410492,-0.04186268150806427,0.004353811033070087,0.05438895896077156,0.00339945824816823,-0.11234932392835617,-0.006909471936523914,-0.1510019302368164,-0.007133075036108494,-0.021313294768333435,-0.17087005078792572,0.05554059147834778,0.07227379828691483,-0.17978006601333618,0.1664431095123291,-0.004753091372549534,0.012788534164428711,0.03344622254371643,0.04732143506407738,-0.042055197060108185,-0.02476004883646965,0.13358411192893982,-0.3005802035331726,0.2952376902103424,0.20241311192512512,0.0689382404088974,0.1269756555557251,0.0555880032479763,0.08762338757514954,-0.019096754491329193,0.06871708482503891,-0.06765274703502655,-0.07810990512371063,0.014261324889957905,-0.02831166237592697,0.13501334190368652,0.046465978026390076",Non-Criminal
IMG-20241225-WA0037,"-0.06518767774105072,0.07054737955331802,0.04772057384252548,-0.11509086936712265,-0.1421053111553192,-0.006260216236114502,-0.02145897038280964,-0.1028980165719986,0.19006574153900146,-0.09904637187719345,0.16237378120422363,-0.04090388864278793,-0.21658943593502045,-0.0080279391258955,-0.09455364942550659,0.16096670925617218,-0.0986943170428276,-0.07037784159183502,-0.053242430090904236,-0.10677143931388855,0.1897413432598114,0.03173535317182541,0.03941802680492401,0.17901837825775146,-0.1762789636850357,-0.24706639349460602,-0.08074389398097992,-0.10453715920448303,-0.10439090430736542,-0.18467546999454498,0.03917345404624939,0.10297605395317078,-0.15830650925636292,-0.010909231379628181,-0.025506120175123215,0.0444292277097702,0.031991686671972275,-0.19152408838272095,0.14414367079734802,0.08151794224977493,-0.1620253473520279,0.019044971093535423,0.057776615023612976,0.2374061942100525,0.21301445364952087,0.018218442797660828,0.0696818083524704,-0.12080871313810349,0.17559613287448883,-0.300680935382843,0.020116303116083145,0.09275741130113602,-0.035013169050216675,0.03759201988577843,0.03723762929439545,-0.2169940024614334,0.08472467213869095,0.02501017041504383,-0.2444448620080948,0.04197351261973381,0.019545182585716248,-0.15719234943389893,-0.0673191025853157,-0.09373928606510162,0.24054528772830963,0.15402311086654663,-0.1335666924715042,-0.1573162078857422,0.15769033133983612,-0.17468054592609406,-0.07194747030735016,0.08121071010828018,-0.1599617898464203,-0.14580883085727692,-0.2656233310699463,0.029489455744624138,0.41262000799179077,0.15564888715744019,-0.1606881022453308,0.09962638467550278,-0.18423251807689667,0.018111003562808037,-0.06301701068878174,0.19354477524757385,0.053547367453575134,0.004365456290543079,-0.06382904201745987,0.05881885066628456,0.1830553263425827,-0.05387801304459572,-0.01960567943751812,0.3784569501876831,0.020970376208424568,-0.03682788833975792,0.002247454598546028,0.06856303662061691,-0.21165437996387482,0.037087295204401016,-0.0068145859986543655,-0.022109491750597954,0.04077079892158508,-0.057694658637046814,0.020081695169210434,0.08791528642177582,-0.3205386698246002,0.21428149938583374,-0.120066799223423,-0.05588286742568016,-0.03809286281466484,-0.14378909766674042,-0.09481217712163925,0.06543002277612686,0.1545158475637436,-0.3107062578201294,0.13369303941726685,0.1515524685382843,0.12782011926174164,0.19637629389762878,0.036034829914569855,0.11252772808074951,0.047299034893512726,-0.04738955199718475,-0.16150148212909698,-0.019427649676799774,0.05902326852083206,-0.07599058747291565,-0.0121163846924901,0.04793676733970642",Non-Criminal
IMG-20241225-WA0038,"-0.1396913230419159,0.07035080343484879,0.05867501720786095,-0.1173165962100029,-0.15662416815757751,0.06597613543272018,-0.016800902783870697,-0.05237492173910141,0.11418245732784271,-0.024796560406684875,0.1790546476840973,0.0025406554341316223,-0.2977491319179535,0.021370675414800644,-0.053392816334962845,0.07007744163274765,-0.10588164627552032,-0.07632092386484146,-0.0880313292145729,-0.07672423124313354,0.051525477319955826,0.007088106591254473,-0.03374667093157768,0.10146380960941315,-0.14343415200710297,-0.21894408762454987,-0.05883459374308586,-0.14355354011058807,0.004936082288622856,-0.11555410921573639,-0.013816982507705688,-0.04849515110254288,-0.12213312089443207,-0.007386485114693642,-0.04970923066139221,0.03376486897468567,-0.06469294428825378,-0.1437900960445404,0.20827707648277283,-0.06736958026885986,-0.10339387506246567,0.08809248358011246,0.0873505100607872,0.2617338001728058,0.16562741994857788,0.027953309938311577,0.042802732437849045,0.03225862234830856,0.2074187994003296,-0.3028503358364105,0.059566836804151535,0.11670029908418655,0.2316938191652298,0.0025476710870862007,0.12447179108858109,-0.19774936139583588,-0.006237463094294071,0.13682739436626434,-0.17411981523036957,0.16684885323047638,-0.016767971217632294,-0.010070908814668655,0.012512600049376488,-0.14170607924461365,0.21088747680187225,0.12523478269577026,-0.13247929513454437,-0.08701027929782867,0.1636134684085846,-0.1507108211517334,-0.049974001944065094,0.04519316554069519,-0.18526268005371094,-0.16698090732097626,-0.20190127193927765,0.06691904366016388,0.37855517864227295,0.20129017531871796,-0.1627839207649231,0.018193310126662254,-0.1239335760474205,0.005438823252916336,-0.0439312569797039,-0.024979764595627785,-0.07209977507591248,-0.10807966440916061,-0.09968719631433487,0.019091544672846794,0.2585112452507019,-0.06697641313076019,0.007367512211203575,0.24329356849193573,0.08529156446456909,-0.022634219378232956,-0.06475800275802612,-0.0498843677341938,-0.11098144203424454,-0.006674252450466156,-0.01978471875190735,0.1033792793750763,-0.02466195449233055,-0.1572338044643402,0.065031036734581,0.0820368081331253,-0.2500835657119751,0.09363597631454468,-0.006824013777077198,0.01121834572404623,-0.012541217729449272,0.10112864524126053,-0.19733986258506775,-0.01187073066830635,0.20238369703292847,-0.2926231324672699,0.20821645855903625,0.17573212087154388,0.0557791143655777,0.07277840375900269,0.039290476590394974,0.04302787035703659,0.0597502700984478,0.061159223318099976,-0.11965809762477875,-0.12310393899679184,0.05989392101764679,-0.08570211380720139,0.016962088644504547,0.12434672564268112",Non-Criminal
IMG-20241225-WA0039,"-0.2277202308177948,0.1389889419078827,0.10023283213376999,-0.11967777460813522,-0.10993785411119461,-0.09823737293481827,0.05618831515312195,-0.09089057892560959,0.09169981628656387,-0.013849271461367607,0.2948809862136841,-0.052027247846126556,-0.2224593162536621,-0.16015662252902985,0.00455869548022747,0.09049268066883087,-0.16181184351444244,-0.09762540459632874,0.021724311634898186,-0.07356186956167221,0.0733598843216896,-0.03689858689904213,0.02909526787698269,0.1144789531826973,-0.09596789628267288,-0.2980060279369354,-0.05748304724693298,-0.12758727371692657,-0.04844331368803978,-0.09474842250347137,0.04098141938447952,0.12316084653139114,-0.21258588135242462,-0.12556473910808563,-0.034581784158945084,0.07228896021842957,0.034625936299562454,0.008533213287591934,0.16321097314357758,-0.027029231190681458,-0.16635017096996307,-0.03818631172180176,0.07101128995418549,0.2783575654029846,0.10481265932321548,0.013660878874361515,-0.014281015843153,-0.00992301944643259,0.06628462672233582,-0.18296730518341064,0.03172936290502548,0.1420479118824005,0.15694522857666016,-0.007693279534578323,-0.021349316462874413,-0.16968651115894318,0.08458822965621948,0.07889074832201004,-0.22429588437080383,0.015727834776043892,0.05709822103381157,-0.13469889760017395,-0.01714146137237549,0.0004972214228473604,0.2780873775482178,0.1205376386642456,-0.11726105958223343,-0.061685170978307724,0.14704927802085876,-0.021583393216133118,-0.045153550803661346,0.11441037803888321,-0.1674308478832245,-0.1577972173690796,-0.23255600035190582,0.13369587063789368,0.3801756799221039,0.09804147481918335,-0.20788611471652985,-0.0298004113137722,-0.2155168503522873,0.028064433485269547,0.03845833241939545,0.07205397635698318,-0.10869903862476349,0.0031542889773845673,-0.12896975874900818,0.020035095512866974,0.08907382190227509,0.029282482340931892,-0.08150653541088104,0.22540533542633057,0.05547861009836197,0.058905936777591705,0.05432400107383728,0.007102779112756252,-0.060026273131370544,0.019928384572267532,-0.13242143392562866,-0.0015564640052616596,0.033009689301252365,-0.14575867354869843,-0.04742955416440964,0.13312791287899017,-0.25611525774002075,0.0729830339550972,0.04171697050333023,-0.032570015639066696,-0.0722883865237236,0.004892653785645962,-0.02095627970993519,-0.040711093693971634,0.06438061594963074,-0.2626572251319885,0.22220054268836975,0.19428128004074097,0.03389669954776764,0.18455471098423004,0.08713604509830475,0.013864702545106411,0.011048116721212864,-0.116358682513237,-0.06589039415121078,-0.03032100386917591,0.17193841934204102,-0.058520201593637466,0.10952354967594147,0.012635576538741589",Non-Criminal
IMG-20241225-WA0040,"-0.1338799148797989,0.06140086054801941,0.10714433342218399,0.018862057477235794,-0.028289474546909332,-0.09805528819561005,0.014624228700995445,-0.14588993787765503,0.09917981177568436,-0.11424874514341354,0.14909376204013824,-0.031409040093421936,-0.12960676848888397,-0.012404145672917366,0.020821698009967804,0.09743353724479675,-0.17210310697555542,-0.11548763513565063,-0.11439286172389984,-0.11946327984333038,-0.030642732977867126,0.06993460655212402,0.0746392011642456,-0.019340423867106438,0.010467058047652245,-0.2722819745540619,-0.1401536464691162,-0.187336727976799,0.15328538417816162,-0.034873116761446,-0.033057618886232376,-0.01349925808608532,-0.23776105046272278,-0.09398011863231659,0.0038924962282180786,0.0380697026848793,0.020219286903738976,0.01656143181025982,0.1987135410308838,-0.0020418651401996613,-0.10610450804233551,-0.021654842421412468,0.0680108442902565,0.22610928118228912,0.14411421120166779,0.014582705684006214,-0.03881175071001053,-0.011815669946372509,0.021231040358543396,-0.15649475157260895,0.07392515987157822,0.04057072103023529,0.1931673139333725,0.1327015459537506,0.02683890238404274,-0.1965654343366623,0.06567568331956863,-0.028004933148622513,-0.1517266184091568,0.10382983833551407,0.12206891179084778,-0.08157424628734589,-0.07342129945755005,0.06428306549787521,0.2686004340648651,0.08223096281290054,-0.03956405445933342,-0.18325574696063995,0.1467861384153366,-0.17565762996673584,0.017214210703969002,0.11316137760877609,-0.08902356028556824,-0.01590602472424507,-0.21044659614562988,-0.019361598417162895,0.3836418092250824,0.05891580879688263,-0.1702737808227539,-0.020806366577744484,-0.19719932973384857,-0.0536888986825943,0.0009764879359863698,0.033070582896471024,-0.0847746878862381,0.09558764100074768,-0.08012643456459045,0.025660961866378784,0.11706091463565826,-0.015345058403909206,-0.04294878989458084,0.17432859539985657,0.0012920638546347618,0.054789867252111435,0.049545396119356155,-0.017359791323542595,-0.03909248858690262,-0.10494352877140045,-0.11068567633628845,-0.05743725597858429,-0.033374715596437454,-0.11078031361103058,-0.051754776388406754,0.10538072884082794,-0.20620913803577423,0.1655116230249405,-0.018530061468482018,-0.028379667550325394,-0.0455375537276268,0.062362704426050186,-0.0354171022772789,-0.0297621488571167,0.17238929867744446,-0.21891970932483673,0.1681927889585495,0.21346651017665863,-0.04633403569459915,0.10937555879354477,-0.04663670435547829,0.09792585670948029,-0.08058153092861176,0.024453286081552505,-0.1953245848417282,-0.05875264108181,-0.010417863726615906,-0.04665973782539368,-0.0062574418261647224,0.09294053167104721",Non-Criminal
